I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.02812,-0.17784,-0.25596,0.12658,0.12938,-0.21318,0.2367,0.1277,0.17054,0.1795,-0.0284,-0.2432
0.02812,-0.17784,-0.25596,0.12658,0.12938,-0.21318,0.2367,0.1277,0.17054,0.17778,-0.03058,-0.2432
0.02008,-0.18272,-0.25596,0.13402,0.12102,-0.21844,0.22674,0.1277,0.17054,0.17778,-0.03276,-0.2432
0.0442,-0.18272,-0.27284,0.12658,0.14608,-0.2237,0.21678,0.1256,0.17054,0.17606,-0.03494,-0.2469
0.03616,-0.17784,-0.26158,0.12658,0.13772,-0.21844,0.22176,0.1256,0.17054,0.17778,-0.03058,-0.23948
0.01204,-0.17784,-0.2447,0.13402,0.11268,-0.20792,0.2367,0.12978,0.17414,0.18292,-0.02622,-0.23578
0.004,-0.17784,-0.23908,0.13402,0.10434,-0.20792,0.2367,0.12978,0.17414,0.18292,-0.02622,-0.23206
0.02008,-0.18272,-0.25596,0.13402,0.12102,-0.21844,0.22674,0.1256,0.17054,0.1795,-0.03058,-0.23948
0.0442,-0.17784,-0.2672,0.12658,0.14608,-0.21844,0.22176,0.1256,0.16874,0.17778,-0.0284,-0.23578
0.03616,-0.17784,-0.26158,0.12658,0.13772,-0.21844,0.22176,0.1256,0.17054,0.17778,-0.0284,-0.23948
0.02812,-0.17784,-0.25596,0.12658,0.12938,-0.21318,0.22176,0.1256,0.17054,0.17778,-0.0284,-0.23578
0.02008,-0.17784,-0.25034,0.12658,0.12102,-0.21318,0.22674,0.1277,0.17414,0.1795,-0.0284,-0.23206
0.02008,-0.17784,-0.25034,0.12658,0.12102,-0.21318,0.22176,0.1277,0.17234,0.1795,-0.0284,-0.23578
0.05224,-0.1681,-0.26158,0.11168,0.14608,-0.21318,0.22176,0.1256,0.17414,0.17778,-0.03058,-0.23948
0.06028,-0.16322,-0.26158,0.10422,0.14608,-0.20792,0.22674,0.1256,0.17234,0.17778,-0.03058,-0.23948
0.02812,-0.17784,-0.25596,0.12658,0.12938,-0.21318,0.22674,0.1256,0.17234,0.17778,-0.0284,-0.23948
0.004,-0.19246,-0.25596,0.14892,0.11268,-0.2237,0.21678,0.1235,0.16874,0.17778,-0.03276,-0.2432
0.02812,-0.18272,-0.26158,0.12658,0.12938,-0.21844,0.2118,0.1235,0.16696,0.17778,-0.03276,-0.2469
0.03616,-0.17784,-0.26158,0.12658,0.13772,-0.21844,0.21678,0.1235,0.16874,0.1795,-0.03058,-0.2432
0.03616,-0.17296,-0.25596,0.12658,0.12938,-0.21318,0.22176,0.1256,0.16874,0.1812,-0.03058,-0.23948
0.0442,-0.17296,-0.26158,0.11912,0.13772,-0.21318,0.22674,0.1256,0.17054,0.1812,-0.0284,-0.23578
0.02812,-0.18272,-0.26158,0.12658,0.12938,-0.21844,0.22674,0.1277,0.17054,0.1812,-0.0284,-0.23948
0.02008,-0.17296,-0.2447,0.12658,0.11268,-0.20792,0.22176,0.1256,0.17054,0.1795,-0.03058,-0.23948
0.0442,-0.1681,-0.25596,0.11912,0.13772,-0.20792,0.22176,0.1256,0.17054,0.1795,-0.03058,-0.23948
0.05224,-0.1681,-0.26158,0.11168,0.14608,-0.21318,0.21678,0.1235,0.17054,0.1795,-0.03276,-0.2432
0.03616,-0.17784,-0.26158,0.12658,0.13772,-0.21844,0.22176,0.1235,0.17054,0.1795,-0.03276,-0.23948
0.02812,-0.18272,-0.26158,0.12658,0.12938,-0.21844,0.22176,0.1235,0.16874,0.1795,-0.03494,-0.2432
0.03616,-0.19246,-0.27846,0.13402,0.14608,-0.23424,0.21678,0.12142,0.16516,0.1795,-0.03714,-0.2469
0.03616,-0.19246,-0.27846,0.13402,0.14608,-0.23424,0.21678,0.11722,0.16516,0.17778,-0.03494,-0.2432
0.02008,-0.18758,-0.26158,0.13402,0.12938,-0.2237,0.21678,0.11932,0.16696,0.1812,-0.03276,-0.23948
0.03616,-0.1681,-0.25034,0.11912,0.12938,-0.20792,0.2367,0.1235,0.17054,0.1812,-0.0284,-0.23206
0.0442,-0.1681,-0.25596,0.11912,0.13772,-0.20792,0.22674,0.1235,0.17054,0.1812,-0.0284,-0.23948
0.03616,-0.18272,-0.2672,0.12658,0.13772,-0.2237,0.21678,0.11932,0.16874,0.17778,-0.03276,-0.2469
0.02008,-0.18758,-0.26158,0.13402,0.12938,-0.2237,0.21678,0.11932,0.16874,0.17778,-0.03494,-0.2469
0.02812,-0.17784,-0.25596,0.12658,0.12938,-0.21318,0.21678,0.11932,0.16874,0.1795,-0.03276,-0.2432
0.03616,-0.1681,-0.25034,0.11912,0.12938,-0.20792,0.22176,0.12142,0.17054,0.1812,-0.03058,-0.23948
0.03616,-0.1681,-0.25034,0.11912,0.12938,-0.20792,0.22176,0.12142,0.17054,0.1795,-0.03058,-0.23948
0.03616,-0.1681,-0.25034,0.11912,0.12938,-0.20792,0.22176,0.12142,0.17054,0.1795,-0.03058,-0.23948
0.03616,-0.17296,-0.25596,0.12658,0.12938,-0.21318,0.22176,0.1235,0.16874,0.1812,-0.03058,-0.23948
0.03616,-0.17296,-0.25596,0.12658,0.12938,-0.21318,0.22176,0.1256,0.16874,0.1812,-0.03058,-0.23578
0.03616,-0.17296,-0.25596,0.12658,0.12938,-0.21318,0.22176,0.1235,0.16874,0.1795,-0.03058,-0.23578
0.03616,-0.18272,-0.2672,0.12658,0.13772,-0.2237,0.21678,0.12142,0.16696,0.17606,-0.03276,-0.23948
0.02008,-0.18758,-0.26158,0.13402,0.12938,-0.2237,0.21678,0.12142,0.16696,0.17606,-0.03276,-0.2432
0.004,-0.18758,-0.25034,0.14146,0.11268,-0.21844,0.2118,0.12142,0.16696,0.17778,-0.03494,-0.2469
0.02008,-0.18758,-0.26158,0.13402,0.12938,-0.2237,0.2118,0.1235,0.16874,0.1795,-0.03058,-0.2432
0.02812,-0.18272,-0.26158,0.12658,0.12938,-0.21844,0.22674,0.1235,0.17054,0.1812,-0.0284,-0.2432
0.0442,-0.17784,-0.2672,0.12658,0.14608,-0.21844,0.22674,0.1235,0.17054,0.1812,-0.0284,-0.2432
0.0442,-0.17784,-0.2672,0.12658,0.14608,-0.21844,0.22674,0.1256,0.16874,0.1812,-0.0284,-0.2432
0.02812,-0.17784,-0.25596,0.12658,0.12938,-0.21318,0.22674,0.1235,0.16874,0.1795,-0.03058,-0.2469
0.02008,-0.18758,-0.26158,0.13402,0.12938,-0.2237,0.22674,0.1235,0.16874,0.1795,-0.03058,-0.2432
0.01204,-0.18758,-0.25596,0.14146,0.12102,-0.21844,0.22674,0.1235,0.16874,0.17778,-0.03058,-0.2432
0.004,-0.19246,-0.25596,0.14892,0.11268,-0.2237,0.22176,0.12142,0.16696,0.17606,-0.03058,-0.2432
0.02008,-0.19246,-0.2672,0.14146,0.12938,-0.22898,0.22176,0.1235,0.16874,0.17606,-0.03058,-0.2432
0.03616,-0.19246,-0.27846,0.13402,0.14608,-0.23424,0.21678,0.12142,0.16874,0.17606,-0.03276,-0.2469
0.03616,-0.18758,-0.27284,0.12658,0.14608,-0.22898,0.21678,0.1235,0.16874,0.17778,-0.03058,-0.2469
0.01204,-0.19246,-0.26158,0.14146,0.12102,-0.2237,0.22176,0.1235,0.17054,0.1795,-0.0284,-0.2432
0.02812,-0.18758,-0.2672,0.13402,0.13772,-0.2237,0.22674,0.1256,0.17414,0.18292,-0.02402,-0.23948
0.02812,-0.18758,-0.2672,0.13402,0.13772,-0.2237,0.22674,0.1256,0.17234,0.1812,-0.02402,-0.2432
0.03616,-0.19246,-0.27846,0.13402,0.14608,-0.23424,0.21678,0.12142,0.16874,0.17778,-0.0284,-0.25062
0.02008,-0.19734,-0.27284,0.14146,0.13772,-0.23424,0.22176,0.1235,0.16874,0.17778,-0.02622,-0.2432
0.02812,-0.19246,-0.27284,0.13402,0.13772,-0.22898,0.22674,0.1235,0.16874,0.17778,-0.02622,-0.2432
0.05224,-0.17296,-0.2672,0.11912,0.14608,-0.21844,0.22176,0.1256,0.17234,0.1795,-0.02622,-0.2432
0.06832,-0.16322,-0.2672,0.10422,0.15442,-0.21318,0.22674,0.1277,0.17414,0.1812,-0.02622,-0.23948
0.06832,-0.16322,-0.2672,0.10422,0.15442,-0.21318,0.23172,0.1277,0.17592,0.1812,-0.0284,-0.23948
0.05224,-0.17784,-0.27284,0.11912,0.15442,-0.2237,0.22674,0.1235,0.17414,0.1795,-0.03276,-0.2432
0.0442,-0.18758,-0.27846,0.12658,0.15442,-0.22898,0.22176,0.12142,0.17234,0.17778,-0.03276,-0.2469
0.02812,-0.19246,-0.27284,0.13402,0.13772,-0.22898,0.22176,0.1235,0.17234,0.1795,-0.0284,-0.2432
0.02812,-0.19246,-0.27284,0.13402,0.13772,-0.22898,0.22674,0.1235,0.17054,0.17778,-0.0284,-0.2469
0.02008,-0.19734,-0.27284,0.14146,0.13772,-0.23424,0.22674,0.12142,0.17054,0.17778,-0.02622,-0.23948
0.03616,-0.18758,-0.27284,0.12658,0.14608,-0.22898,0.23172,0.1256,0.17234,0.1812,-0.01966,-0.23206
0.06832,-0.17296,-0.27846,0.11168,0.16276,-0.2237,0.2367,0.1256,0.17234,0.1812,-0.01966,-0.23206
0.06028,-0.18272,-0.28408,0.11912,0.16276,-0.22898,0.23172,0.1256,0.17234,0.1795,-0.02184,-0.23578
0.0442,-0.17784,-0.2672,0.12658,0.14608,-0.21844,0.22674,0.1256,0.17054,0.1795,-0.02184,-0.23948
0.03616,-0.18758,-0.27284,0.12658,0.14608,-0.22898,0.22176,0.1235,0.16874,0.1795,-0.02622,-0.23948
0.02812,-0.19246,-0.27284,0.13402,0.13772,-0.22898,0.22176,0.1256,0.17054,0.1812,-0.02622,-0.23578
0.06028,-0.18272,-0.28408,0.11912,0.16276,-0.22898,0.22674,0.1235,0.17054,0.1812,-0.02622,-0.23578
0.05224,-0.17784,-0.27284,0.11912,0.15442,-0.2237,0.22176,0.1256,0.17054,0.1795,-0.02622,-0.23578
0.05224,-0.17784,-0.27284,0.11912,0.15442,-0.2237,0.22674,0.1256,0.17054,0.1812,-0.02402,-0.23578
0.03616,-0.19246,-0.27846,0.13402,0.14608,-0.23424,0.22674,0.1235,0.17054,0.1812,-0.02402,-0.23206
0.02812,-0.19734,-0.27846,0.14146,0.14608,-0.23424,0.23172,0.1256,0.17054,0.18292,-0.02184,-0.22834
0.05224,-0.18758,-0.28408,0.12658,0.16276,-0.23424,0.2367,0.1256,0.17054,0.18292,-0.02184,-0.22834
0.07636,-0.17784,-0.2897,0.11168,0.17946,-0.22898,0.2367,0.1277,0.17234,0.18464,-0.01748,-0.22092
0.06832,-0.17784,-0.28408,0.11168,0.17112,-0.22898,0.2417,0.12978,0.17414,0.18464,-0.01966,-0.22464
0.06028,-0.18272,-0.28408,0.11912,0.16276,-0.22898,0.2417,0.12978,0.17414,0.18292,-0.02184,-0.22092
0.07636,-0.17296,-0.28408,0.10422,0.17112,-0.2237,0.24668,0.13188,0.17592,0.18636,-0.02184,-0.22092
0.08442,-0.17296,-0.2897,0.10422,0.17946,-0.22898,0.24668,0.13188,0.17592,0.18636,-0.02184,-0.22092
0.06832,-0.18758,-0.29534,0.11912,0.17946,-0.2395,0.24668,0.13188,0.17592,0.18636,-0.02184,-0.22464
0.06028,-0.18758,-0.2897,0.12658,0.17112,-0.23424,0.24668,0.13188,0.17592,0.18808,-0.02184,-0.22464
0.07636,-0.18272,-0.29534,0.11168,0.17946,-0.23424,0.24668,0.13188,0.17772,0.18636,-0.01966,-0.22464
0.03616,-0.18758,-0.27284,0.12658,0.14608,-0.22898,0.25166,0.13816,0.18132,0.1898,-0.01528,-0.2172
0.06028,-0.17784,-0.27846,0.11912,0.16276,-0.2237,0.26162,0.14026,0.18312,0.19152,-0.01528,-0.2172
0.07636,-0.17784,-0.2897,0.11168,0.17946,-0.22898,0.26162,0.14234,0.1849,0.19152,-0.0131,-0.2135
0.08442,-0.16322,-0.27846,0.09678,0.17112,-0.21844,0.26662,0.14444,0.1885,0.19496,-0.01092,-0.20978
0.06832,-0.15836,-0.26158,0.09678,0.15442,-0.20792,0.26662,0.14444,0.1903,0.19496,-0.01092,-0.20978
0.08442,-0.15348,-0.2672,0.08934,0.16276,-0.20792,0.2716,0.14654,0.19208,0.19666,-0.01092,-0.20606
0.1005,-0.13398,-0.26158,0.05954,0.17112,-0.19212,0.28654,0.15072,0.19568,0.2001,-0.00874,-0.20606
0.08442,-0.12912,-0.2447,0.067,0.15442,-0.1816,0.29152,0.15282,0.19568,0.20182,-0.00656,-0.20236
0.07636,-0.12912,-0.23346,0.07444,0.13772,-0.17634,0.29152,0.15282,0.19568,0.20182,-0.00874,-0.20606
0.08442,-0.12424,-0.23346,0.067,0.13772,-0.17634,0.28654,0.14864,0.19568,0.20182,-0.00656,-0.20606
0.08442,-0.12424,-0.23346,0.067,0.13772,-0.17634,0.28654,0.14864,0.19568,0.20182,-0.00656,-0.20606
0.06832,-0.12912,-0.22784,0.07444,0.12938,-0.17634,0.29152,0.14864,0.19568,0.20182,-0.00656,-0.20978
0.06832,-0.12912,-0.22784,0.07444,0.12938,-0.17634,0.29652,0.15282,0.19748,0.20354,-0.00436,-0.20606
0.1005,-0.10962,-0.23346,0.04466,0.15442,-0.1658,0.30648,0.1612,0.20106,0.20698,-0.00218,-0.20236
0.1005,-0.10476,-0.22784,0.0372,0.14608,-0.16054,0.30648,0.16328,0.20466,0.21042,0.00216,-0.19864
0.1005,-0.10962,-0.23346,0.04466,0.15442,-0.1658,0.30648,0.16328,0.20466,0.21042,0.00216,-0.20236
0.08442,-0.1145,-0.22784,0.0521,0.13772,-0.1658,0.30648,0.1612,0.20286,0.21042,0.00216,-0.20236
0.07636,-0.1145,-0.21658,0.05954,0.12102,-0.16054,0.29652,0.157,0.20106,0.2087,0.00216,-0.19864
0.08442,-0.09988,-0.20534,0.04466,0.12102,-0.15002,0.3015,0.157,0.20106,0.21212,0.00654,-0.19492
0.08442,-0.0804,-0.18846,0.02976,0.11268,-0.12896,0.31146,0.1591,0.20646,0.21556,0.01308,-0.19122
0.08442,-0.0804,-0.18284,0.02976,0.10434,-0.12896,0.3015,0.1612,0.20646,0.21556,0.01308,-0.1875
0.07636,-0.09014,-0.18846,0.04466,0.10434,-0.13422,0.28654,0.15282,0.20106,0.21212,0.0109,-0.1875
0.06832,-0.09988,-0.19408,0.0521,0.10434,-0.14476,0.26162,0.14026,0.19388,0.20698,0.00654,-0.19122
0.08442,-0.09014,-0.19408,0.0372,0.11268,-0.13948,0.2367,0.13188,0.1903,0.20526,0.00436,-0.19122
0.1005,-0.0804,-0.1997,0.02232,0.12938,-0.13422,0.23172,0.13188,0.19208,0.20698,0.00872,-0.1838
0.11658,-0.07552,-0.20534,0.00742,0.13772,-0.13422,0.22176,0.13398,0.19208,0.2087,0.0109,-0.1838
0.12462,-0.07064,-0.20534,0.0,0.14608,-0.13422,0.21678,0.13398,0.19568,0.21212,0.01528,-0.18008
0.11658,-0.07064,-0.1997,0.00742,0.13772,-0.12896,0.2118,0.13606,0.19568,0.21212,0.01528,-0.18008
0.13266,-0.06578,-0.20534,-0.00746,0.14608,-0.12896,0.21678,0.13398,0.19388,0.21042,0.01308,-0.18008
0.14874,-0.06578,-0.21658,-0.0149,0.16276,-0.13422,0.21678,0.13188,0.19388,0.21042,0.01308,-0.18008
0.1407,-0.07552,-0.2222,0.0,0.16276,-0.14476,0.22176,0.13606,0.19388,0.21042,0.01308,-0.18008
0.13266,-0.08526,-0.22784,0.00742,0.16276,-0.15002,0.23172,0.14026,0.19748,0.21212,0.01308,-0.17636
0.14874,-0.09502,-0.25034,0.00742,0.18782,-0.1658,0.23172,0.14444,0.19748,0.21042,0.01308,-0.1838
0.16482,-0.10962,-0.27846,0.01486,0.21286,-0.18686,0.2367,0.14444,0.19748,0.2087,0.00872,-0.1838
0.13266,-0.13886,-0.2897,0.0521,0.20452,-0.20792,0.23172,0.14234,0.19568,0.20526,0.00872,-0.1838
0.1407,-0.1486,-0.30658,0.0521,0.2212,-0.2237,0.22674,0.14234,0.19568,0.20526,0.00872,-0.1838
0.16482,-0.14374,-0.31784,0.0372,0.2379,-0.2237,0.21678,0.14234,0.19748,0.2087,0.01528,-0.18008
0.19698,-0.13398,-0.32346,0.01486,0.26294,-0.2237,0.21678,0.14444,0.19748,0.21042,0.01528,-0.17636
0.2211,-0.12424,-0.32908,0.0,0.27964,-0.2237,0.2118,0.14026,0.19388,0.2087,0.01746,-0.17636
0.20502,-0.12912,-0.32346,0.00742,0.2713,-0.2237,0.2118,0.13606,0.19208,0.20698,0.01746,-0.17636
0.17286,-0.14374,-0.31784,0.0372,0.24626,-0.22898,0.20182,0.13606,0.1885,0.20354,0.01308,-0.17636
0.15678,-0.15836,-0.32346,0.0521,0.24626,-0.2395,0.19684,0.12978,0.18312,0.2001,0.0109,-0.18008
0.1407,-0.16322,-0.31784,0.067,0.22956,-0.2395,0.19684,0.12978,0.18312,0.19838,0.00872,-0.18008
0.17286,-0.1486,-0.32346,0.0372,0.2546,-0.23424,0.19684,0.1277,0.18132,0.19838,0.00654,-0.18008
0.16482,-0.15348,-0.32346,0.04466,0.24626,-0.23424,0.19684,0.1277,0.17952,0.19666,0.00436,-0.18008
0.11658,-0.17784,-0.31784,0.08934,0.2212,-0.24476,0.20182,0.1256,0.17772,0.19324,0.0,-0.1838
0.10854,-0.18758,-0.32346,0.09678,0.2212,-0.2553,0.2068,0.1256,0.17772,0.19324,-0.00218,-0.1838
0.08442,-0.19734,-0.31784,0.11912,0.20452,-0.2553,0.2118,0.12978,0.17772,0.19324,-0.00436,-0.1875
0.08442,-0.19734,-0.32346,0.11912,0.20452,-0.2553,0.21678,0.13188,0.17952,0.19324,-0.00656,-0.19864
0.08442,-0.2022,-0.32346,0.12658,0.20452,-0.26056,0.22176,0.13398,0.17952,0.19324,-0.00656,-0.19864
0.07636,-0.2022,-0.31784,0.12658,0.20452,-0.2553,0.22674,0.13398,0.18132,0.19324,-0.00874,-0.20606
0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.22674,0.13188,0.17952,0.19152,-0.01092,-0.20978
0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.22176,0.13188,0.17952,0.1898,-0.0131,-0.2135
0.01204,-0.23144,-0.3122,0.1787,0.16276,-0.26582,0.22674,0.13188,0.17772,0.1898,-0.0131,-0.22092
0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.21678,0.1277,0.17414,0.18636,-0.02184,-0.22092
0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.2118,0.1235,0.17054,0.18292,-0.02184,-0.22834
0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.21678,0.1256,0.17234,0.18292,-0.02184,-0.22464
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.21678,0.1277,0.17234,0.18464,-0.01966,-0.22092
0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.2118,0.1277,0.17234,0.18464,-0.02184,-0.22464
0.05224,-0.25092,-0.3572,0.17126,0.21286,-0.30266,0.20182,0.1235,0.16874,0.1812,-0.02184,-0.22834
0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.2068,0.1277,0.17054,0.18464,-0.01966,-0.22464
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2118,0.1256,0.17234,0.18636,-0.01748,-0.22464
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.21678,0.12978,0.17414,0.18464,-0.01748,-0.22464
0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2118,0.1277,0.17054,0.18292,-0.01966,-0.23206
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2118,0.1256,0.17054,0.18292,-0.02184,-0.23206
-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.22674,0.1277,0.17234,0.18636,-0.02184,-0.22834
-0.0201,-0.24606,-0.30658,0.20104,0.13772,-0.27108,0.22674,0.12978,0.17234,0.18464,-0.01966,-0.22464
-0.00402,-0.25092,-0.31784,0.20104,0.16276,-0.2816,0.22176,0.12978,0.17054,0.18292,-0.02184,-0.22834
-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.21678,0.1277,0.16874,0.1812,-0.02184,-0.23578
0.004,-0.27528,-0.35158,0.21594,0.18782,-0.3132,0.2068,0.1235,0.16696,0.17778,-0.02622,-0.23948
0.02008,-0.28016,-0.36846,0.20848,0.20452,-0.32372,0.20182,0.12142,0.16516,0.17778,-0.02622,-0.2469
0.004,-0.28016,-0.3572,0.21594,0.19616,-0.31846,0.2118,0.12142,0.16696,0.17778,-0.02402,-0.23948
-0.03618,-0.28504,-0.3347,0.23828,0.15442,-0.30792,0.21678,0.1277,0.16874,0.1795,-0.01966,-0.23578
-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.22176,0.12978,0.17054,0.1812,-0.01748,-0.23578
0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.23172,0.13398,0.17592,0.18292,-0.01528,-0.22834
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.2367,0.13606,0.17772,0.18636,-0.01528,-0.22834
0.05224,-0.2363,-0.34034,0.1638,0.20452,-0.28688,0.23172,0.13188,0.17592,0.18636,-0.01528,-0.23206
0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.22674,0.13606,0.17592,0.18636,-0.01966,-0.23578
0.02008,-0.26068,-0.34596,0.1936,0.19616,-0.30266,0.23172,0.13816,0.17952,0.18636,-0.02402,-0.25062
0.004,-0.27528,-0.35158,0.21594,0.18782,-0.3132,0.26162,0.15492,0.1903,0.19324,-0.02622,-0.25804
-0.0201,-0.29478,-0.3572,0.23828,0.17946,-0.32372,0.29652,0.18214,0.21184,0.20698,-0.02402,-0.26548
-0.02814,-0.32402,-0.38534,0.26806,0.19616,-0.3553,0.34634,0.21354,0.23518,0.22244,-0.02184,-0.27662
-0.03618,-0.35812,-0.41908,0.29784,0.21286,-0.38688,0.40116,0.25332,0.2657,0.23618,-0.02184,-0.29146
-0.02814,-0.3776,-0.4472,0.3053,0.2379,-0.4132,0.451,0.28682,0.29442,0.2568,-0.01966,-0.30632
-0.02814,-0.36298,-0.43034,0.29784,0.2212,-0.3974,0.46596,0.31194,0.32136,0.28428,-0.00218,-0.2989
0.01204,-0.33376,-0.4247,0.25316,0.2379,-0.37636,0.48588,0.35172,0.36984,0.32894,0.03274,-0.26548
0.09246,-0.29478,-0.44158,0.18614,0.29634,-0.36582,0.53572,0.4229,0.43806,0.3822,0.07206,-0.23578
0.15678,-0.26554,-0.45284,0.13402,0.33808,-0.3553,0.56562,0.48152,0.49552,0.43716,0.11576,-0.19864
0.22914,-0.22656,-0.45846,0.07444,0.37982,-0.33424,0.58058,0.51294,0.53322,0.48698,0.16818,-0.1578
0.29348,-0.18272,-0.4472,0.00742,0.40486,-0.30266,0.5706,0.4941,0.52784,0.51618,0.21842,-0.08726
0.3578,-0.10476,-0.4022,-0.08192,0.40486,-0.24476,0.51578,0.43128,0.48834,0.53164,0.28178,-0.00558
0.40604,-0.02192,-0.34596,-0.17128,0.39652,-0.17634,0.44104,0.3559,0.44166,0.54882,0.35386,0.10208
0.44624,0.05602,-0.28408,-0.24576,0.36312,-0.09738,0.37624,0.25332,0.37342,0.56428,0.43468,0.2209
0.51862,0.14858,-0.22784,-0.35,0.36312,-0.02896,0.29152,0.1235,0.28904,0.56772,0.51988,0.34342
0.54274,0.25578,-0.11534,-0.44682,0.288,0.08682,0.2118,-0.01256,0.1867,0.55568,0.59852,0.46224
0.4945,0.36784,0.04216,-0.49894,0.15442,0.21842,0.1171,-0.1696,0.05564,0.5093,0.6422,0.55134
0.47038,0.48478,0.19402,-0.58086,0.02086,0.35528,0.0274,-0.32034,-0.0808,0.44232,0.65312,0.61446
0.40604,0.56274,0.33466,-0.61064,-0.12104,0.46056,-0.01244,-0.42922,-0.1975,0.36844,0.63566,0.64416
0.2613,0.553,0.41902,-0.53618,-0.25462,0.4974,-0.03238,-0.51296,-0.30522,0.2482,0.5177,0.58476
0.004,0.4458,0.4809,-0.33512,-0.43828,0.46582,0.0274,-0.58206,-0.42732,0.0266,0.24246,0.37684
-0.2774,0.27526,0.4809,-0.07448,-0.5802,0.37634,0.1171,-0.61764,-0.53504,-0.22588,-0.0983,0.07238
-0.40606,0.09986,0.3684,0.11912,-0.55516,0.22368,0.15698,-0.62184,-0.5907,-0.37876,-0.31674,-0.13924
-0.46234,-0.05116,0.22778,0.26062,-0.48002,0.08156,0.12208,-0.61974,-0.61942,-0.45606,-0.43034,-0.2729
-0.54276,-0.19246,0.12652,0.4021,-0.45498,-0.04474,0.09716,-0.62812,-0.63378,-0.49386,-0.49806,-0.37314
-0.591,-0.2899,0.04778,0.49892,-0.42158,-0.13422,0.04734,-0.63648,-0.64276,-0.5076,-0.52864,-0.4437
-0.63924,-0.31914,0.04778,0.5436,-0.44662,-0.15002,-0.01744,-0.64276,-0.64636,-0.50588,-0.53738,-0.49568
-0.64728,-0.3435,0.02528,0.56594,-0.43828,-0.17108,-0.09218,-0.64486,-0.64636,-0.50416,-0.54174,-0.52538
-0.61512,-0.35812,-0.01408,0.56594,-0.38818,-0.19738,-0.19186,-0.64486,-0.63558,-0.4887,-0.53518,-0.53652
-0.58296,-0.36298,-0.0422,0.55104,-0.3548,-0.21318,-0.3015,-0.64068,-0.61404,-0.46638,-0.5199,-0.55136
-0.57492,-0.35812,-0.04784,0.5436,-0.3381,-0.21318,-0.3912,-0.62184,-0.5889,-0.44748,-0.51116,-0.56994
-0.56688,-0.35324,-0.04784,0.53614,-0.3381,-0.21318,-0.46098,-0.59252,-0.56018,-0.42514,-0.49806,-0.58108
-0.48648,-0.41172,-0.17158,0.5436,-0.19618,-0.30266,-0.47592,-0.53808,-0.5081,-0.3925,-0.46966,-0.57364
-0.43018,-0.49942,-0.3122,0.58828,-0.07096,-0.4132,-0.451,-0.47108,-0.44526,-0.353,-0.44126,-0.56622
-0.38998,-0.56762,-0.41346,0.61806,0.0292,-0.49742,-0.40616,-0.41036,-0.38242,-0.30662,-0.41504,-0.5588
-0.35782,-0.60174,-0.48096,0.63296,0.09598,-0.55006,-0.36628,-0.35384,-0.32676,-0.26196,-0.38664,-0.54766
-0.38194,-0.61636,-0.48096,0.6553,0.07928,-0.55532,-0.37126,-0.32872,-0.29086,-0.2276,-0.36044,-0.54394
-0.35782,-0.62122,-0.50346,0.64786,0.11268,-0.57112,-0.37626,-0.2994,-0.25674,-0.19152,-0.33422,-0.5291
-0.2935,-0.60174,-0.52596,0.60316,0.16276,-0.57112,-0.38622,-0.25544,-0.21186,-0.14686,-0.30146,-0.49938
-0.2372,-0.56762,-0.52596,0.5436,0.19616,-0.55006,-0.37126,-0.21356,-0.16698,-0.10564,-0.26432,-0.48082
-0.17288,-0.52378,-0.52034,0.48402,0.21286,-0.52374,-0.31146,-0.15912,-0.1185,-0.0627,-0.22936,-0.4437
-0.13268,-0.4653,-0.48096,0.42444,0.20452,-0.4711,-0.2118,-0.0984,-0.06284,-0.01632,-0.18786,-0.40286
-0.07638,-0.42146,-0.4697,0.36486,0.22956,-0.45004,-0.11212,-0.0356,-0.0036,0.02832,-0.1551,-0.36572
-0.0201,-0.35324,-0.4247,0.28296,0.2212,-0.38688,-0.01244,0.0251,0.05744,0.07986,-0.10922,-0.32116
-0.01206,-0.29964,-0.36846,0.23828,0.19616,-0.33424,0.07724,0.07744,0.1113,0.1228,-0.07208,-0.28404
-0.00402,-0.30452,-0.3797,0.23828,0.20452,-0.3395,0.16694,0.12142,0.1508,0.152,-0.05898,-0.26548
