Time (s),I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.398,0.12462,-0.17296,-0.31784,0.08188,0.2212,-0.24476,0.2068,0.14234,0.18132,0.18636,-0.00874,-0.20606
0.4,0.12462,-0.1681,-0.31784,0.07444,0.2212,-0.2395,0.20182,0.14026,0.17952,0.18636,-0.00656,-0.20606
0.402,0.1005,-0.17784,-0.3122,0.09678,0.20452,-0.2395,0.19684,0.13816,0.17592,0.18292,-0.01092,-0.20978
0.404,0.1005,-0.1681,-0.30096,0.08934,0.20452,-0.22898,0.18688,0.13398,0.17234,0.17778,-0.01528,-0.2135
0.406,0.1005,-0.16322,-0.29534,0.08188,0.19616,-0.2237,0.18188,0.1277,0.16874,0.17606,-0.01748,-0.2135
0.408,0.10854,-0.17296,-0.3122,0.08934,0.20452,-0.2395,0.19186,0.13188,0.17234,0.17434,-0.01748,-0.2135
0.41,0.08442,-0.17784,-0.29534,0.10422,0.18782,-0.23424,0.20182,0.13816,0.17414,0.17606,-0.01528,-0.2135
0.412,0.05224,-0.19734,-0.29534,0.12658,0.17112,-0.24476,0.2068,0.14026,0.17414,0.17606,-0.01748,-0.22464
0.414,0.06832,-0.19734,-0.30658,0.12658,0.18782,-0.25002,0.2118,0.14026,0.17414,0.1709,-0.02402,-0.23206
0.416,0.08442,-0.19734,-0.31784,0.12658,0.20452,-0.2553,0.22176,0.14234,0.17592,0.17606,-0.02184,-0.23206
0.418,0.06832,-0.21682,-0.32908,0.14146,0.20452,-0.27108,0.21678,0.14234,0.17592,0.17606,-0.02402,-0.23206
0.42,0.05224,-0.22656,-0.32908,0.15636,0.19616,-0.27634,0.21678,0.14026,0.17592,0.17778,-0.02402,-0.23578
0.422,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22176,0.14234,0.17414,0.17606,-0.02622,-0.2432
0.424,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.21678,0.13606,0.16874,0.16918,-0.03494,-0.25434
0.426,0.02812,-0.26068,-0.35158,0.1936,0.20452,-0.30266,0.21678,0.13606,0.16874,0.16918,-0.03494,-0.25804
0.428,0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.2118,0.13606,0.16874,0.16404,-0.03714,-0.25804
0.43,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.2118,0.13606,0.16696,0.16232,-0.03714,-0.25804
0.432,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2118,0.13606,0.16516,0.16232,-0.03714,-0.26176
0.434,0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.2118,0.13398,0.16516,0.1606,-0.0415,-0.26176
0.436,-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.22674,0.14026,0.17054,0.16574,-0.03494,-0.25062
0.438,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14444,0.17234,0.16746,-0.03058,-0.2469
0.44,0.0442,-0.24606,-0.34596,0.17126,0.20452,-0.29214,0.22674,0.14444,0.17054,0.16746,-0.03058,-0.25062
0.442,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.22674,0.14026,0.16874,0.16746,-0.03494,-0.25804
0.444,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22176,0.13816,0.16696,0.16404,-0.03494,-0.25804
0.446,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.23172,0.13816,0.16696,0.16574,-0.03058,-0.25434
0.448,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2417,0.14026,0.16696,0.16404,-0.03276,-0.25434
0.45,0.004,-0.27528,-0.35158,0.21594,0.18782,-0.3132,0.2367,0.13816,0.16516,0.1606,-0.03714,-0.26548
0.452,0.004,-0.28504,-0.36284,0.22338,0.19616,-0.32372,0.2367,0.13816,0.16696,0.16232,-0.03714,-0.26548
0.454,-0.01206,-0.2899,-0.3572,0.23082,0.18782,-0.32372,0.2417,0.14026,0.16874,0.1606,-0.03714,-0.26548
0.456,-0.0201,-0.29478,-0.3572,0.23828,0.17946,-0.32372,0.2367,0.14026,0.16874,0.1606,-0.03714,-0.26918
0.458,-0.00402,-0.28504,-0.3572,0.22338,0.18782,-0.31846,0.2367,0.14026,0.16696,0.1606,-0.03714,-0.26918
0.46,-0.00402,-0.2899,-0.36284,0.23082,0.19616,-0.32372,0.23172,0.14026,0.16516,0.1606,-0.03714,-0.26918
0.462,0.004,-0.28016,-0.3572,0.21594,0.19616,-0.31846,0.23172,0.13816,0.16696,0.16232,-0.03714,-0.26548
0.464,0.01204,-0.27528,-0.3572,0.20848,0.19616,-0.3132,0.23172,0.14026,0.16874,0.16404,-0.03494,-0.26548
0.466,0.03616,-0.2558,-0.35158,0.18614,0.20452,-0.30266,0.24668,0.14444,0.17054,0.1709,-0.03058,-0.25804
0.468,0.02812,-0.2558,-0.34596,0.18614,0.19616,-0.2974,0.24668,0.14444,0.17054,0.16746,-0.03276,-0.25804
0.47,-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.25166,0.14864,0.17414,0.16918,-0.03494,-0.26548
0.472,-0.01206,-0.28016,-0.34596,0.22338,0.17946,-0.3132,0.26662,0.15282,0.18132,0.17262,-0.03494,-0.26918
0.474,0.01204,-0.2899,-0.37408,0.22338,0.20452,-0.32898,0.27658,0.16748,0.1903,0.17778,-0.03714,-0.2729
0.476,0.01204,-0.31426,-0.4022,0.23828,0.2212,-0.3553,0.3015,0.18422,0.20646,0.18808,-0.03932,-0.28404
0.478,-0.02814,-0.34838,-0.41346,0.28296,0.21286,-0.38162,0.34136,0.20516,0.2244,0.2001,-0.0415,-0.3026
0.48,-0.0603,-0.3776,-0.4247,0.32018,0.20452,-0.40268,0.38622,0.23448,0.24954,0.219,-0.03932,-0.31746
0.482,-0.05226,-0.3971,-0.45284,0.33508,0.22956,-0.42372,0.43106,0.26378,0.28006,0.23962,-0.03058,-0.32488
0.484,-0.0201,-0.36786,-0.44158,0.29784,0.2379,-0.40268,0.46096,0.28472,0.3034,0.2671,-0.0131,-0.31746
0.486,0.0442,-0.30452,-0.41346,0.21594,0.24626,-0.3553,0.47592,0.30984,0.3411,0.3152,0.0262,-0.28404
0.488,0.09246,-0.25092,-0.39096,0.14892,0.26294,-0.31846,0.5108,0.35172,0.40216,0.37532,0.07426,-0.23948
0.49,0.1407,-0.21682,-0.38534,0.11168,0.27964,-0.2974,0.54568,0.39568,0.4632,0.44232,0.12668,-0.19492
0.492,0.19698,-0.17296,-0.36846,0.04466,0.29634,-0.26056,0.56562,0.42082,0.50988,0.50588,0.19222,-0.13924
0.494,0.2613,-0.10476,-0.3347,-0.03724,0.30468,-0.21318,0.55566,0.40824,0.50628,0.5368,0.24682,-0.07982
0.496,0.2774,-0.04628,-0.28408,-0.08936,0.2713,-0.15528,0.51578,0.358,0.45062,0.53508,0.2927,-0.02042
0.498,0.30152,0.02678,-0.21096,-0.1564,0.22956,-0.08158,0.451,0.28682,0.36984,0.51274,0.34076,0.05382
0.5,0.30956,0.11448,-0.11534,-0.22342,0.17112,0.00788,0.37126,0.20726,0.27648,0.49042,0.39754,0.1355
0.502,0.34976,0.20218,-0.0422,-0.31278,0.13772,0.0921,0.27658,0.11932,0.17952,0.46292,0.4609,0.23574
0.504,0.37388,0.3045,0.05902,-0.40214,0.07094,0.1921,0.2068,0.03976,0.10412,0.4406,0.5177,0.32114
0.506,0.32564,0.39708,0.19402,-0.44682,-0.05426,0.3079,0.13206,-0.04396,0.01614,0.38734,0.53736,0.37684
0.508,0.30956,0.48966,0.31778,-0.5064,-0.1461,0.41318,0.03238,-0.13818,-0.09156,0.28944,0.50678,0.3954
0.51,0.25326,0.5871,0.46402,-0.55852,-0.28802,0.53424,-0.04236,-0.21356,-0.18494,0.19496,0.46308,0.3917
0.512,0.1005,0.61634,0.60466,-0.51384,-0.48002,0.61846,-0.0872,-0.28894,-0.28368,0.05752,0.34294,0.32114
0.514,-0.07638,0.52376,0.62152,-0.35746,-0.5802,0.57636,-0.07226,-0.35802,-0.3932,-0.15546,0.08518,0.12808
0.516,-0.2935,0.34348,0.5709,-0.11916,-0.65534,0.45002,-0.01744,-0.40828,-0.5081,-0.43374,-0.27306,-0.17266
0.518,-0.38998,0.11936,0.37402,0.09678,-0.55516,0.23948,0.0274,-0.40618,-0.5512,-0.58146,-0.48276,-0.35458
0.52,-0.39802,-0.09014,0.13778,0.26062,-0.38818,0.0184,0.01244,-0.3978,-0.56376,-0.62098,-0.56358,-0.4474
0.522,-0.43018,-0.2363,-0.00846,0.38722,-0.29636,-0.12896,-0.0274,-0.40408,-0.57634,-0.64158,-0.60728,-0.50682
0.524,-0.43822,-0.33376,-0.1097,0.46168,-0.22122,-0.23424,-0.0872,-0.42084,-0.59428,-0.65018,-0.6313,-0.5588
0.526,-0.4704,-0.37274,-0.1322,0.50636,-0.22122,-0.26056,-0.15198,-0.44386,-0.60686,-0.64674,-0.6444,-0.60706
0.528,-0.5106,-0.36298,-0.09284,0.5138,-0.27132,-0.2395,-0.23172,-0.4648,-0.61942,-0.64846,-0.65534,-0.63676
0.53,-0.49452,-0.36298,-0.10408,0.50636,-0.25462,-0.24476,-0.32144,-0.47946,-0.62122,-0.63644,-0.65096,-0.65162
0.532,-0.4543,-0.35324,-0.12096,0.48402,-0.22122,-0.25002,-0.3912,-0.47736,-0.60146,-0.60894,-0.6313,-0.6442
0.534,-0.40606,-0.33376,-0.1322,0.44678,-0.18784,-0.24476,-0.44602,-0.45852,-0.57274,-0.57288,-0.60508,-0.64048
0.536,-0.42214,-0.31914,-0.10408,0.43934,-0.21288,-0.2237,-0.49088,-0.4313,-0.53684,-0.5368,-0.58762,-0.65534
0.538,-0.40606,-0.3776,-0.18284,0.47658,-0.1461,-0.28688,-0.49088,-0.38314,-0.48296,-0.48526,-0.55048,-0.6442
0.54,-0.3337,-0.47992,-0.35158,0.5287,0.0125,-0.42372,-0.42608,-0.31196,-0.40936,-0.41656,-0.50242,-0.6182
0.542,-0.32566,-0.55788,-0.4472,0.58082,0.08764,-0.50794,-0.34136,-0.25124,-0.34472,-0.35644,-0.46092,-0.59222
0.544,-0.31762,-0.6066,-0.5147,0.61806,0.13772,-0.56584,-0.26662,-0.20728,-0.28906,-0.29974,-0.4216,-0.58108
0.546,-0.30154,-0.6261,-0.54846,0.6255,0.17112,-0.59216,-0.25166,-0.19472,-0.25674,-0.26024,-0.3932,-0.57364
0.548,-0.30154,-0.64558,-0.56534,0.6404,0.18782,-0.61322,-0.25166,-0.18006,-0.22622,-0.2276,-0.36916,-0.55136
0.55,-0.26936,-0.63584,-0.57658,0.61806,0.20452,-0.61322,-0.23172,-0.15284,-0.18672,-0.18294,-0.33204,-0.52538
0.552,-0.197,-0.59686,-0.5822,0.55104,0.2546,-0.59216,-0.21678,-0.11934,-0.14184,-0.13484,-0.29272,-0.49568
0.554,-0.17288,-0.55302,-0.54846,0.50636,0.2379,-0.55532,-0.18688,-0.08374,-0.09876,-0.09534,-0.25558,-0.46598
0.556,-0.14876,-0.49942,-0.50908,0.45424,0.2212,-0.50268,-0.13206,-0.04396,-0.05206,-0.05238,-0.22062,-0.43256
0.558,-0.1166,-0.4507,-0.47534,0.40956,0.21286,-0.46584,-0.05232,0.00416,0.0,-0.0043,-0.1813,-0.39914
0.56,-0.0603,-0.3971,-0.4472,0.33508,0.2212,-0.42372,0.01244,0.04604,0.05384,0.04894,-0.1398,-0.35458
0.562,-0.04422,-0.32888,-0.3797,0.2755,0.18782,-0.3553,0.07724,0.08582,0.1059,0.09876,-0.09612,-0.31374
0.564,-0.04422,-0.30452,-0.35158,0.26062,0.16276,-0.32898,0.13704,0.11304,0.14002,0.13482,-0.06772,-0.28776
0.566,-0.0201,-0.29478,-0.3572,0.23828,0.17946,-0.32372,0.2068,0.14234,0.16696,0.16232,-0.04588,-0.26176
0.568,-0.01206,-0.30452,-0.37408,0.24572,0.19616,-0.3395,0.25166,0.16328,0.1903,0.1795,-0.03276,-0.25062
0.57,0.03616,-0.3094,-0.41346,0.22338,0.24626,-0.36056,0.26662,0.17794,0.20286,0.19324,-0.02184,-0.2432
0.572,0.0442,-0.3094,-0.41908,0.22338,0.2546,-0.36056,0.27658,0.18214,0.21542,0.20354,-0.01092,-0.23948
0.574,0.0442,-0.30452,-0.41346,0.21594,0.24626,-0.3553,0.26662,0.18214,0.21722,0.20526,-0.0131,-0.23578
0.576,0.06832,-0.28504,-0.40784,0.1936,0.2546,-0.34478,0.26662,0.18214,0.21902,0.2087,-0.00656,-0.22834
0.578,0.08442,-0.26068,-0.39096,0.1638,0.2546,-0.32372,0.26662,0.18632,0.22262,0.21384,-0.00218,-0.22464
0.58,0.08442,-0.26068,-0.39658,0.1638,0.26294,-0.32372,0.26662,0.18632,0.2244,0.219,0.00216,-0.22092
0.582,0.08442,-0.26068,-0.39658,0.1638,0.26294,-0.32372,0.26662,0.18632,0.228,0.22244,0.00216,-0.22092
0.584,0.06832,-0.27042,-0.39096,0.1787,0.24626,-0.32898,0.27658,0.1905,0.2298,0.22588,0.00436,-0.22092
0.586,0.03616,-0.28016,-0.3797,0.20104,0.2212,-0.32898,0.29152,0.19678,0.23698,0.23274,0.01308,-0.2135
0.588,0.02008,-0.30452,-0.39658,0.23082,0.2212,-0.35004,0.3015,0.20306,0.24236,0.2379,0.01308,-0.2135
0.59,0.02812,-0.31914,-0.41908,0.23828,0.24626,-0.36582,0.3015,0.20516,0.24416,0.23962,0.01528,-0.2135
0.592,0.02008,-0.31426,-0.40784,0.23828,0.22956,-0.36056,0.31146,0.20934,0.24954,0.24476,0.02182,-0.2135
0.594,0.06028,-0.2899,-0.40784,0.20104,0.2546,-0.34478,0.32142,0.21354,0.25492,0.24992,0.02402,-0.19864
0.596,0.08442,-0.27528,-0.40784,0.1787,0.26294,-0.3395,0.31146,0.21354,0.25672,0.25164,0.02838,-0.19864
0.598,0.08442,-0.2558,-0.38534,0.1638,0.24626,-0.31846,0.30648,0.21354,0.25852,0.25164,0.0262,-0.19864
0.6,0.08442,-0.25092,-0.38534,0.15636,0.2546,-0.3132,0.29652,0.20934,0.25852,0.25508,0.02838,-0.19864
0.602,0.08442,-0.2363,-0.36846,0.14146,0.2379,-0.2974,0.29652,0.21144,0.2621,0.25852,0.02838,-0.19492
0.604,0.08442,-0.2363,-0.36846,0.14146,0.2379,-0.2974,0.31146,0.21562,0.2657,0.26366,0.02838,-0.20236
0.606,0.08442,-0.24118,-0.37408,0.14892,0.24626,-0.30266,0.32142,0.21772,0.2693,0.2671,0.02838,-0.20236
0.608,0.08442,-0.25092,-0.3797,0.15636,0.24626,-0.3132,0.32642,0.21982,0.2693,0.26538,0.02838,-0.19864
0.61,0.08442,-0.26068,-0.39096,0.1638,0.2546,-0.32372,0.33638,0.224,0.27288,0.27054,0.03056,-0.19122
0.612,0.07636,-0.26554,-0.39096,0.17126,0.24626,-0.32372,0.34136,0.23028,0.27648,0.27398,0.0393,-0.1838
0.614,0.08442,-0.26554,-0.39658,0.17126,0.2546,-0.32898,0.32642,0.2282,0.27826,0.27398,0.04148,-0.1838
0.616,0.08442,-0.2558,-0.39096,0.15636,0.2546,-0.31846,0.32642,0.2282,0.27826,0.27568,0.04366,-0.1838
0.618,0.1005,-0.26068,-0.40784,0.15636,0.27964,-0.32898,0.31146,0.224,0.27468,0.26882,0.0393,-0.19122
0.62,0.09246,-0.24606,-0.38534,0.14892,0.2546,-0.3132,0.3015,0.21982,0.27648,0.27226,0.03712,-0.19122
0.622,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.31644,0.224,0.28186,0.2774,0.04366,-0.1838
0.624,0.0442,-0.24118,-0.34034,0.17126,0.20452,-0.28688,0.31146,0.2282,0.28544,0.28084,0.04586,-0.1838
0.626,0.08442,-0.2558,-0.38534,0.1638,0.24626,-0.31846,0.31146,0.2282,0.28724,0.28428,0.04804,-0.1838
0.628,0.1005,-0.24118,-0.38534,0.14146,0.26294,-0.30792,0.32642,0.23028,0.28724,0.28428,0.04804,-0.1838
0.63,0.12462,-0.22656,-0.38534,0.12658,0.2713,-0.30266,0.33638,0.23448,0.28904,0.29114,0.05022,-0.18008
0.632,0.1005,-0.2363,-0.3797,0.13402,0.2546,-0.30266,0.33638,0.23448,0.29442,0.29458,0.05678,-0.18008
0.634,0.09246,-0.25092,-0.39096,0.14892,0.26294,-0.31846,0.33638,0.23656,0.29622,0.2963,0.05896,-0.17636
0.636,0.12462,-0.2363,-0.39658,0.12658,0.27964,-0.3132,0.34136,0.23866,0.29802,0.2963,0.05896,-0.17266
0.638,0.13266,-0.22656,-0.39096,0.11912,0.27964,-0.30266,0.34136,0.24076,0.3016,0.2963,0.05896,-0.17266
0.64,0.09246,-0.24118,-0.3797,0.14146,0.2546,-0.30792,0.34634,0.24076,0.3034,0.29802,0.06114,-0.16894
0.642,0.08442,-0.24606,-0.37408,0.15636,0.2379,-0.30792,0.34136,0.23866,0.3034,0.29802,0.05896,-0.17266
0.644,0.09246,-0.2363,-0.37408,0.14146,0.24626,-0.30266,0.33638,0.24076,0.3034,0.30146,0.05896,-0.17636
0.646,0.1005,-0.22656,-0.36846,0.12658,0.24626,-0.29214,0.34136,0.24076,0.3052,0.30318,0.05896,-0.18008
0.648,0.11658,-0.21682,-0.36846,0.11912,0.2546,-0.28688,0.34634,0.24494,0.3088,0.3049,0.06114,-0.17636
0.65,0.13266,-0.2217,-0.38534,0.11912,0.27964,-0.2974,0.34634,0.24494,0.3088,0.30832,0.06332,-0.17636
0.652,0.12462,-0.23144,-0.39096,0.12658,0.27964,-0.30792,0.35134,0.24704,0.31058,0.31176,0.0677,-0.17266
0.654,0.10854,-0.24118,-0.39096,0.13402,0.2713,-0.3132,0.3613,0.25122,0.31598,0.31692,0.07426,-0.1578
0.656,0.1005,-0.24118,-0.38534,0.14146,0.26294,-0.30792,0.36628,0.2554,0.31956,0.32036,0.07862,-0.15038
0.658,0.1005,-0.24118,-0.38534,0.14146,0.26294,-0.30792,0.35632,0.2554,0.32136,0.31864,0.07862,-0.15038
0.66,0.11658,-0.2363,-0.39096,0.12658,0.2713,-0.30792,0.35134,0.2575,0.32494,0.32378,0.07862,-0.15038
0.662,0.1005,-0.23144,-0.37408,0.13402,0.2546,-0.2974,0.34634,0.2554,0.32316,0.32206,0.07644,-0.15408
0.664,0.14874,-0.20708,-0.3797,0.09678,0.27964,-0.28688,0.34634,0.2575,0.32674,0.3255,0.07862,-0.1578
0.666,0.14874,-0.21194,-0.38534,0.10422,0.288,-0.29214,0.34634,0.2575,0.33034,0.33238,0.08298,-0.1578
0.668,0.11658,-0.2217,-0.37408,0.12658,0.26294,-0.29214,0.35134,0.2617,0.33392,0.3341,0.08298,-0.1578
0.67,0.12462,-0.2217,-0.3797,0.11912,0.2713,-0.2974,0.36628,0.26588,0.33752,0.33924,0.08736,-0.15408
0.672,0.11658,-0.23144,-0.38534,0.12658,0.2713,-0.30266,0.36628,0.26588,0.33932,0.34096,0.08954,-0.15038
0.674,0.12462,-0.24606,-0.40784,0.13402,0.288,-0.32372,0.3613,0.26588,0.3411,0.33924,0.09172,-0.14666
0.676,0.11658,-0.24118,-0.39658,0.13402,0.27964,-0.3132,0.37126,0.27006,0.3465,0.3444,0.0961,-0.13924
0.678,0.13266,-0.23144,-0.39658,0.12658,0.288,-0.30792,0.37624,0.27426,0.35188,0.34612,0.09828,-0.13552
0.68,0.14874,-0.23144,-0.40784,0.11912,0.30468,-0.3132,0.37624,0.27426,0.35188,0.34956,0.09828,-0.13552
0.682,0.15678,-0.21194,-0.39096,0.09678,0.29634,-0.2974,0.37624,0.27844,0.35726,0.35642,0.10264,-0.1281
0.684,0.16482,-0.19734,-0.3797,0.08188,0.288,-0.2816,0.37126,0.28262,0.36086,0.35986,0.10702,-0.1281
0.686,0.16482,-0.19734,-0.37408,0.08188,0.288,-0.27634,0.37624,0.28472,0.36444,0.36502,0.10702,-0.1281
0.688,0.18894,-0.18272,-0.37408,0.05954,0.29634,-0.27108,0.37624,0.28682,0.36804,0.36674,0.11138,-0.1281
0.69,0.19698,-0.18272,-0.3797,0.0521,0.30468,-0.27108,0.38124,0.291,0.36984,0.37016,0.11138,-0.1281
0.692,0.1809,-0.19734,-0.38534,0.07444,0.30468,-0.2816,0.38622,0.2931,0.37342,0.37016,0.11576,-0.1281
0.694,0.18894,-0.19734,-0.39096,0.067,0.31304,-0.28688,0.3912,0.29728,0.37702,0.3736,0.12012,-0.11696
0.696,0.14874,-0.21194,-0.38534,0.10422,0.288,-0.29214,0.38622,0.29938,0.37702,0.37532,0.1223,-0.11324
0.698,0.12462,-0.2363,-0.39658,0.12658,0.27964,-0.3132,0.37624,0.30148,0.3824,0.37704,0.1245,-0.11696
0.7,0.15678,-0.23144,-0.41346,0.11168,0.31304,-0.31846,0.38124,0.30984,0.38958,0.38562,0.12668,-0.10954
0.702,0.14874,-0.22656,-0.4022,0.11168,0.29634,-0.30792,0.38124,0.31404,0.39498,0.39078,0.13104,-0.1021
0.704,0.1809,-0.20708,-0.4022,0.08188,0.31304,-0.2974,0.39618,0.32032,0.40216,0.39594,0.13542,-0.0984
0.706,0.21306,-0.19246,-0.4022,0.0521,0.32974,-0.28688,0.40614,0.3266,0.40934,0.4028,0.14196,-0.09096
0.708,0.21306,-0.19246,-0.4022,0.0521,0.32974,-0.28688,0.40614,0.33288,0.41292,0.40968,0.14634,-0.08726
0.71,0.19698,-0.19734,-0.4022,0.067,0.32138,-0.29214,0.41114,0.33706,0.41832,0.41482,0.14634,-0.09096
0.712,0.21306,-0.19734,-0.41346,0.05954,0.33808,-0.2974,0.41612,0.34334,0.4237,0.4217,0.15508,-0.08726
0.714,0.25326,-0.18758,-0.4247,0.02976,0.37148,-0.2974,0.42608,0.35172,0.43446,0.42858,0.16162,-0.07612
0.716,0.25326,-0.17296,-0.40784,0.02232,0.35478,-0.2816,0.43606,0.35382,0.43986,0.43372,0.166,-0.06868
0.718,0.24522,-0.17784,-0.40784,0.02976,0.35478,-0.2816,0.42608,0.3559,0.44166,0.43544,0.17036,-0.06868
0.72,0.24522,-0.18758,-0.41908,0.0372,0.36312,-0.29214,0.43606,0.36218,0.44884,0.4406,0.17474,-0.06126
0.722,0.22914,-0.18758,-0.40784,0.04466,0.34642,-0.28688,0.43606,0.36846,0.4578,0.44918,0.18128,-0.05384
0.724,0.23718,-0.18272,-0.40784,0.0372,0.34642,-0.28688,0.44602,0.37684,0.465,0.45778,0.18566,-0.05384
0.726,0.2613,-0.1681,-0.40784,0.01486,0.36312,-0.27634,0.451,0.38104,0.47218,0.46292,0.19222,-0.04642
0.728,0.25326,-0.17784,-0.41346,0.02232,0.36312,-0.28688,0.44602,0.38522,0.47756,0.46636,0.19658,-0.0427
0.73,0.24522,-0.18758,-0.41908,0.0372,0.36312,-0.29214,0.45598,0.3915,0.48474,0.47496,0.20094,-0.03898
0.732,0.24522,-0.18758,-0.41908,0.0372,0.36312,-0.29214,0.46096,0.39778,0.49192,0.48354,0.20968,-0.03528
0.734,0.29348,-0.18758,-0.45284,0.01486,0.41322,-0.30792,0.46596,0.40824,0.5027,0.49212,0.21624,-0.02414
0.736,0.32564,-0.17784,-0.46408,-0.00746,0.43826,-0.30792,0.46596,0.41454,0.51168,0.499,0.2206,-0.0167
0.738,0.33368,-0.16322,-0.45284,-0.02234,0.42992,-0.2974,0.46596,0.42082,0.51706,0.50416,0.22498,-0.0167
0.74,0.29348,-0.1681,-0.43034,0.0,0.39652,-0.28688,0.46596,0.4271,0.52604,0.51102,0.23372,-0.00558
0.742,0.28544,-0.16322,-0.41908,0.0,0.37982,-0.2816,0.46596,0.43338,0.53322,0.52134,0.24464,0.00554
0.744,0.34172,-0.1486,-0.44158,-0.03724,0.42992,-0.2816,0.47592,0.44174,0.5422,0.52992,0.2512,0.01298
0.746,0.3578,-0.13886,-0.44158,-0.05214,0.43826,-0.27634,0.48588,0.44802,0.55118,0.54022,0.25992,0.0204
0.748,0.34976,-0.13398,-0.43034,-0.05214,0.42156,-0.27108,0.49088,0.45432,0.55836,0.55054,0.26648,0.02412
0.75,0.3578,-0.14374,-0.4472,-0.05214,0.43826,-0.2816,0.50084,0.46268,0.56912,0.56084,0.2774,0.03526
0.752,0.3578,-0.14374,-0.4472,-0.05214,0.43826,-0.2816,0.50582,0.47106,0.5781,0.56942,0.29052,0.04268
0.754,0.37388,-0.14374,-0.45846,-0.05958,0.45496,-0.28688,0.51578,0.47524,0.58708,0.5763,0.29488,0.05382
0.756,0.398,-0.12912,-0.45846,-0.08192,0.47166,-0.2816,0.52576,0.48362,0.59426,0.58488,0.30362,0.06496
0.758,0.398,-0.12424,-0.45284,-0.08192,0.4633,-0.27634,0.53074,0.4899,0.60324,0.59176,0.31236,0.0761
0.76,0.38996,-0.13886,-0.46408,-0.06702,0.47166,-0.28688,0.5407,0.4941,0.61042,0.59692,0.3189,0.08352
0.762,0.40604,-0.12424,-0.45846,-0.08936,0.47166,-0.27634,0.54568,0.50246,0.6194,0.60722,0.32764,0.10208
0.764,0.4543,-0.09988,-0.4697,-0.13406,0.5134,-0.27108,0.5407,0.50456,0.62298,0.6158,0.33638,0.10952
0.766,0.4543,-0.09014,-0.45846,-0.1415,0.50504,-0.26056,0.55068,0.51084,0.62838,0.62612,0.3473,0.11694
0.768,0.43016,-0.0804,-0.43034,-0.13406,0.47166,-0.24476,0.55068,0.51502,0.63196,0.63126,0.35386,0.11694
0.77,0.42212,-0.09014,-0.43596,-0.1266,0.47166,-0.2553,0.54568,0.51294,0.63196,0.63298,0.35604,0.11694
0.772,0.4543,-0.07064,-0.43596,-0.1564,0.48834,-0.24476,0.54568,0.51502,0.63376,0.63986,0.36478,0.12436
0.774,0.4945,-0.04628,-0.43596,-0.18618,0.50504,-0.22898,0.55068,0.51712,0.63736,0.64158,0.37352,0.13922
0.776,0.51058,-0.02192,-0.41908,-0.20852,0.50504,-0.20792,0.55068,0.51922,0.63736,0.64672,0.38008,0.15036
0.778,0.52666,-0.01218,-0.41908,-0.22342,0.5134,-0.20266,0.5407,0.51712,0.63736,0.64844,0.38662,0.1615
0.78,0.51862,-0.01706,-0.41908,-0.21596,0.50504,-0.20792,0.5407,0.51502,0.63736,0.65188,0.39318,0.17262
0.782,0.51862,-0.01706,-0.41908,-0.21596,0.50504,-0.20792,0.53074,0.51084,0.63376,0.65188,0.39754,0.18006
0.784,0.51058,-0.01218,-0.40784,-0.21596,0.4967,-0.19738,0.52078,0.50456,0.62658,0.65016,0.39754,0.18376
0.786,0.48646,-0.0073,-0.38534,-0.20852,0.4633,-0.18686,0.52078,0.50246,0.6212,0.65016,0.40192,0.1912
0.788,0.47842,-0.00244,-0.36846,-0.21596,0.4466,-0.17108,0.5108,0.492,0.61222,0.64672,0.4041,0.1949
0.79,0.47038,0.00242,-0.3572,-0.21596,0.43826,-0.1658,0.50582,0.48152,0.59786,0.63814,0.40192,0.20234
0.792,0.47842,0.0219,-0.34034,-0.23086,0.42992,-0.14476,0.50084,0.47106,0.58888,0.63298,0.4041,0.20604
0.794,0.50254,0.0414,-0.3347,-0.26064,0.43826,-0.13422,0.49586,0.46268,0.5817,0.62784,0.40628,0.21348
0.796,0.48646,0.05602,-0.3122,-0.26064,0.40486,-0.11318,0.4809,0.45012,0.56374,0.6141,0.39754,0.20976
0.798,0.46234,0.05114,-0.30096,-0.24576,0.38816,-0.1079,0.46596,0.43128,0.54578,0.5952,0.38444,0.19862
0.8,0.44624,0.07062,-0.2672,-0.2532,0.35478,-0.08158,0.451,0.41244,0.52424,0.5763,0.36916,0.18748
