Time (s),I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
9.05,0.03616,-0.20708,-0.30096,0.14892,0.16276,-0.2553,0.26162,0.16538,0.20646,0.21384,0.00436,-0.19864
9.052,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26662,0.16538,0.20466,0.21384,0.00216,-0.20236
9.054,0.07636,-0.19734,-0.31784,0.12658,0.19616,-0.2553,0.26662,0.16956,0.20646,0.21384,0.00216,-0.20236
9.056,0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.26662,0.16748,0.20824,0.21384,0.00216,-0.19864
9.058,0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.26662,0.16748,0.20646,0.21556,0.00216,-0.20606
9.06,0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.26662,0.17166,0.21004,0.21728,0.00216,-0.20236
9.062,0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.26662,0.16956,0.21004,0.21728,0.00216,-0.20236
9.064,0.02008,-0.22656,-0.3122,0.17126,0.16276,-0.26582,0.26662,0.16748,0.20824,0.21728,0.00216,-0.20606
9.066,0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.26662,0.16748,0.20824,0.21728,0.00436,-0.20606
9.068,0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.26662,0.16748,0.20824,0.21556,0.00654,-0.20606
9.07,0.02008,-0.22656,-0.3122,0.17126,0.16276,-0.26582,0.26662,0.16748,0.20824,0.21556,0.00654,-0.20236
9.072,0.01204,-0.23144,-0.3122,0.1787,0.16276,-0.26582,0.26662,0.16956,0.20824,0.21556,0.00436,-0.20236
9.074,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.26662,0.16956,0.21004,0.21384,0.00436,-0.20606
9.076,0.06832,-0.22656,-0.34034,0.14892,0.20452,-0.2816,0.26662,0.16748,0.20824,0.21212,0.0,-0.20978
9.078,0.07636,-0.2217,-0.34034,0.14146,0.21286,-0.27634,0.26662,0.16956,0.21004,0.21384,0.0,-0.20978
9.08,0.06028,-0.2217,-0.32908,0.14892,0.20452,-0.27108,0.26662,0.16956,0.21004,0.21556,0.0,-0.20606
9.082,0.06028,-0.2217,-0.32908,0.14892,0.20452,-0.27108,0.2716,0.16956,0.21004,0.21728,0.00216,-0.20606
9.084,0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.26662,0.17166,0.21004,0.219,0.00436,-0.20236
9.086,0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.2716,0.17376,0.21184,0.22072,0.00654,-0.19864
9.088,0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.26662,0.17166,0.21364,0.219,0.00654,-0.19864
9.09,0.01204,-0.22656,-0.30658,0.17126,0.15442,-0.26056,0.26662,0.17166,0.21184,0.21728,0.00436,-0.20236
9.092,-0.01206,-0.2363,-0.30096,0.1936,0.13772,-0.26582,0.2716,0.17166,0.21184,0.21556,0.00436,-0.20236
9.094,0.004,-0.24118,-0.31784,0.18614,0.16276,-0.27634,0.26662,0.17166,0.21184,0.21556,0.00216,-0.20236
9.096,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.26662,0.17376,0.21364,0.21556,0.0,-0.20236
9.098,0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.26662,0.17376,0.21184,0.21556,-0.00218,-0.20606
9.1,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.26162,0.17376,0.21184,0.21556,-0.00218,-0.20606
9.102,0.06832,-0.21194,-0.32346,0.13402,0.20452,-0.26582,0.26662,0.17584,0.21364,0.219,0.00216,-0.20236
9.104,0.07636,-0.21194,-0.32908,0.13402,0.20452,-0.26582,0.26662,0.17584,0.21184,0.219,0.00216,-0.20606
9.106,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.26662,0.17166,0.21004,0.21728,0.00216,-0.20606
9.108,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.26662,0.16956,0.21004,0.21728,0.00216,-0.20236
9.11,0.06028,-0.21682,-0.32346,0.14146,0.19616,-0.26582,0.2716,0.17376,0.21184,0.21728,0.00436,-0.19492
9.112,0.06028,-0.2217,-0.32908,0.14892,0.20452,-0.27108,0.2716,0.17166,0.21184,0.21556,0.0,-0.19864
9.114,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.26662,0.16538,0.20466,0.21042,-0.00656,-0.20978
9.116,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26662,0.16956,0.20824,0.21384,-0.00436,-0.20606
9.118,0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.26662,0.17166,0.21004,0.21556,-0.00436,-0.20606
9.12,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.26662,0.17166,0.21004,0.21728,-0.00436,-0.20606
9.122,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.26662,0.17376,0.21184,0.219,-0.00436,-0.20606
9.124,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.26662,0.16956,0.20824,0.21728,-0.00436,-0.2135
9.126,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.26662,0.16956,0.20824,0.21728,-0.00436,-0.20978
9.128,0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.26662,0.16538,0.20824,0.21556,-0.00218,-0.20978
9.13,0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.26662,0.16956,0.20824,0.21556,-0.00218,-0.20236
9.132,0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.2716,0.17166,0.21004,0.21556,-0.00218,-0.20236
9.134,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.26662,0.16956,0.20824,0.21384,-0.00436,-0.20606
9.136,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26662,0.16748,0.20646,0.21384,-0.00656,-0.20606
9.138,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.26662,0.16748,0.20466,0.21212,-0.01092,-0.2135
9.14,0.0442,-0.21682,-0.31784,0.14892,0.17946,-0.26056,0.26662,0.16956,0.20646,0.21384,-0.00874,-0.20978
9.142,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26662,0.16956,0.20646,0.21384,-0.00656,-0.20978
9.144,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.26662,0.16748,0.20466,0.21212,-0.00874,-0.20978
9.146,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26662,0.16748,0.20466,0.21212,-0.00874,-0.20978
9.148,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.26662,0.16328,0.20286,0.21042,-0.01092,-0.2135
9.15,0.06832,-0.2217,-0.3347,0.14146,0.20452,-0.27634,0.26662,0.16538,0.20106,0.2087,-0.01092,-0.20978
9.152,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.26662,0.16748,0.20286,0.2087,-0.01092,-0.20606
9.154,0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.26162,0.16538,0.20286,0.2087,-0.01092,-0.20606
9.156,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.26162,0.16538,0.20106,0.20698,-0.01092,-0.20978
9.158,-0.00402,-0.23144,-0.30096,0.18614,0.14608,-0.26056,0.25166,0.1591,0.19748,0.20182,-0.01748,-0.22464
9.16,0.004,-0.23144,-0.30658,0.1787,0.15442,-0.26582,0.24668,0.1591,0.19748,0.20354,-0.01748,-0.22092
9.162,0.02008,-0.2217,-0.30658,0.1638,0.16276,-0.26056,0.25166,0.1591,0.19926,0.20526,-0.0131,-0.2135
9.164,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.25664,0.1612,0.20106,0.2087,-0.00874,-0.20978
9.166,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.25664,0.1591,0.19748,0.20698,-0.01092,-0.2135
9.168,0.004,-0.23144,-0.30658,0.1787,0.15442,-0.26582,0.2417,0.15492,0.19388,0.20354,-0.01528,-0.22092
9.17,0.02008,-0.22656,-0.3122,0.17126,0.16276,-0.26582,0.24668,0.15492,0.19388,0.20354,-0.01528,-0.2172
9.172,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.25166,0.157,0.19388,0.20182,-0.01528,-0.2172
9.174,0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.25166,0.1591,0.19388,0.20182,-0.01528,-0.2172
9.176,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.24668,0.157,0.19388,0.20354,-0.01528,-0.2172
9.178,0.06028,-0.2217,-0.32908,0.14892,0.20452,-0.27108,0.2417,0.157,0.19208,0.2001,-0.01748,-0.22464
9.18,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.24668,0.1591,0.19388,0.20182,-0.01528,-0.2172
9.182,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.24668,0.157,0.19208,0.20182,-0.01528,-0.2172
9.184,0.01204,-0.23144,-0.3122,0.1787,0.16276,-0.26582,0.24668,0.15492,0.19208,0.20354,-0.01528,-0.2172
9.186,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.24668,0.157,0.19388,0.20526,-0.0131,-0.2135
9.188,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.24668,0.15282,0.1903,0.20182,-0.01528,-0.2135
9.19,0.004,-0.2363,-0.3122,0.18614,0.15442,-0.27108,0.2417,0.15072,0.1885,0.2001,-0.01748,-0.2172
9.192,0.004,-0.2363,-0.3122,0.18614,0.15442,-0.27108,0.24668,0.15282,0.1903,0.19838,-0.01748,-0.2135
9.194,0.01204,-0.21682,-0.29534,0.1638,0.14608,-0.2553,0.25166,0.157,0.19388,0.2001,-0.01528,-0.20978
9.196,0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.25166,0.15492,0.19208,0.19838,-0.01966,-0.2135
9.198,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.24668,0.15282,0.1885,0.19666,-0.02184,-0.22092
9.2,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.24668,0.15492,0.1903,0.19838,-0.02184,-0.2172
9.202,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.24668,0.15492,0.1903,0.19838,-0.02184,-0.2172
9.204,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.2417,0.15282,0.1885,0.19666,-0.02622,-0.22092
9.206,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.2367,0.15072,0.1849,0.19666,-0.02402,-0.22464
9.208,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2367,0.15072,0.1849,0.19496,-0.02402,-0.22464
9.21,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2367,0.15072,0.18312,0.19324,-0.02402,-0.22092
9.212,-0.00402,-0.25092,-0.31784,0.20104,0.16276,-0.2816,0.2367,0.15072,0.18312,0.19324,-0.02402,-0.22092
9.214,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2417,0.15072,0.1849,0.19324,-0.02402,-0.22092
9.216,0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2367,0.15072,0.18312,0.19152,-0.02622,-0.22464
9.218,0.05224,-0.24118,-0.34596,0.1638,0.20452,-0.29214,0.2367,0.15072,0.18312,0.1898,-0.02622,-0.22464
9.22,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.2417,0.15282,0.1867,0.19324,-0.02184,-0.22464
9.222,-0.00402,-0.24118,-0.3122,0.1936,0.15442,-0.27108,0.2417,0.15282,0.1849,0.19324,-0.02184,-0.22464
9.224,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2367,0.15072,0.18312,0.19152,-0.02184,-0.22464
9.226,0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.2367,0.14864,0.18132,0.19324,-0.01966,-0.22464
9.228,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.2417,0.14864,0.18132,0.19152,-0.01966,-0.22092
9.23,0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.2417,0.14864,0.18312,0.19324,-0.01966,-0.22464
9.232,0.02008,-0.22656,-0.3122,0.17126,0.16276,-0.26582,0.24668,0.14864,0.1849,0.19324,-0.01966,-0.22092
9.234,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.24668,0.14864,0.1849,0.19152,-0.02184,-0.22464
9.236,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.2417,0.14864,0.18312,0.1898,-0.02402,-0.22834
9.238,0.004,-0.24118,-0.31784,0.18614,0.16276,-0.27634,0.2367,0.14864,0.18312,0.1898,-0.02402,-0.23206
9.24,0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.2367,0.14864,0.18312,0.19152,-0.02402,-0.23206
9.242,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.2417,0.14864,0.18312,0.19152,-0.02402,-0.22834
9.244,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.2417,0.14864,0.18312,0.19324,-0.02622,-0.22834
9.246,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.2417,0.14654,0.18132,0.19324,-0.02402,-0.22834
9.248,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.23172,0.14444,0.17952,0.19152,-0.0284,-0.23206
9.25,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14444,0.17772,0.19152,-0.0284,-0.22834
9.252,-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.2367,0.14444,0.17772,0.1898,-0.02622,-0.22464
9.254,0.004,-0.24118,-0.31784,0.18614,0.16276,-0.27634,0.2367,0.14654,0.18132,0.19152,-0.02402,-0.22464
9.256,0.004,-0.24118,-0.31784,0.18614,0.16276,-0.27634,0.2367,0.14864,0.18132,0.19152,-0.02402,-0.22464
9.258,-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.22674,0.14444,0.17772,0.18808,-0.0284,-0.23578
9.26,-0.0201,-0.26068,-0.31784,0.21594,0.15442,-0.28688,0.22674,0.14444,0.17772,0.18808,-0.02622,-0.23578
9.262,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.2367,0.14864,0.17952,0.19152,-0.02402,-0.22834
9.264,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.2417,0.15072,0.18132,0.19324,-0.02184,-0.22834
9.266,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.2417,0.15072,0.18132,0.19324,-0.01748,-0.22464
9.268,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.2367,0.14864,0.17952,0.19152,-0.01966,-0.22834
9.27,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.2367,0.14654,0.17592,0.1898,-0.02402,-0.23206
9.272,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.2367,0.14654,0.17772,0.1898,-0.02184,-0.23206
9.274,0.05224,-0.22656,-0.32908,0.15636,0.19616,-0.27634,0.2367,0.14864,0.17772,0.18808,-0.02402,-0.23206
9.276,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.23172,0.14444,0.17772,0.18636,-0.02622,-0.23578
9.278,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.22674,0.14444,0.17592,0.18636,-0.0284,-0.23948
9.28,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.23172,0.14864,0.17952,0.18808,-0.02402,-0.23578
9.282,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.23172,0.14654,0.17952,0.1898,-0.02402,-0.23206
9.284,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.2367,0.14654,0.17772,0.18808,-0.02402,-0.23578
9.286,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.2367,0.14654,0.17592,0.18808,-0.02402,-0.23948
9.288,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.2367,0.14654,0.17772,0.18808,-0.02402,-0.23578
9.29,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.2367,0.14654,0.17772,0.18808,-0.02402,-0.23578
9.292,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.2417,0.14654,0.17772,0.18636,-0.02402,-0.23578
9.294,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2417,0.14654,0.17952,0.18636,-0.02622,-0.23578
9.296,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.2417,0.14654,0.17772,0.18636,-0.02622,-0.23948
9.298,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2367,0.14654,0.17952,0.18636,-0.0284,-0.2432
9.3,0.02008,-0.2558,-0.34034,0.1936,0.18782,-0.2974,0.2367,0.14654,0.17772,0.18464,-0.0284,-0.2469
9.302,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.23172,0.14654,0.17772,0.18636,-0.02402,-0.23948
9.304,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2367,0.14864,0.18132,0.1898,-0.02184,-0.23948
9.306,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.2367,0.14864,0.17952,0.1898,-0.01966,-0.23948
9.308,0.02008,-0.26554,-0.35158,0.20104,0.19616,-0.30792,0.22674,0.14444,0.17592,0.18636,-0.02184,-0.23948
9.31,0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.2367,0.14864,0.17952,0.18808,-0.01748,-0.23206
9.312,0.06028,-0.23144,-0.34034,0.15636,0.20452,-0.2816,0.2417,0.15072,0.18132,0.1898,-0.01528,-0.23206
9.314,0.05224,-0.2363,-0.34034,0.1638,0.20452,-0.28688,0.2417,0.15072,0.18132,0.1898,-0.01748,-0.23206
9.316,0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.2367,0.15072,0.17952,0.1898,-0.01966,-0.23578
9.318,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2367,0.14864,0.17952,0.18808,-0.02184,-0.23948
9.32,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2367,0.14654,0.17772,0.18636,-0.02184,-0.23578
9.322,0.02008,-0.2558,-0.34034,0.1936,0.18782,-0.2974,0.2367,0.14654,0.17772,0.18808,-0.02402,-0.23578
9.324,0.02008,-0.26068,-0.34596,0.1936,0.19616,-0.30266,0.2367,0.14654,0.17772,0.18808,-0.02402,-0.23578
9.326,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.2417,0.14654,0.17772,0.1898,-0.02184,-0.23206
9.328,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2417,0.14444,0.17592,0.18808,-0.02184,-0.23578
9.33,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2417,0.14654,0.17772,0.18808,-0.01966,-0.23206
9.332,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2417,0.14654,0.17952,0.18808,-0.01966,-0.23206
9.334,0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.2417,0.14654,0.17952,0.18808,-0.02402,-0.23206
9.336,0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2367,0.14444,0.17772,0.18464,-0.0284,-0.23578
9.338,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.2417,0.14864,0.17772,0.18636,-0.0284,-0.23578
9.34,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2417,0.14864,0.17952,0.18808,-0.0284,-0.23206
9.342,0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.24668,0.15072,0.18132,0.18808,-0.02622,-0.22834
9.344,0.0442,-0.24118,-0.34034,0.17126,0.20452,-0.28688,0.2417,0.15072,0.18132,0.1898,-0.02622,-0.22834
9.346,0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.2367,0.14864,0.17772,0.18636,-0.0284,-0.23206
9.348,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2367,0.14864,0.17772,0.18636,-0.02622,-0.22834
9.35,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.23172,0.14654,0.17592,0.18464,-0.02622,-0.23206
9.352,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2367,0.14864,0.17772,0.18464,-0.02622,-0.22834
9.354,0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2417,0.14864,0.17952,0.18808,-0.02402,-0.22464
9.356,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.2417,0.15072,0.18132,0.18808,-0.02402,-0.22092
9.358,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2367,0.14864,0.18132,0.18636,-0.02402,-0.22464
9.36,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14654,0.17952,0.18636,-0.02622,-0.22464
9.362,0.004,-0.24118,-0.31784,0.18614,0.16276,-0.27634,0.2367,0.14864,0.17952,0.18636,-0.02622,-0.22464
9.364,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.23172,0.14654,0.17952,0.18636,-0.02622,-0.22834
9.366,0.0442,-0.24118,-0.34034,0.17126,0.20452,-0.28688,0.22674,0.14444,0.17592,0.18292,-0.0284,-0.23206
9.368,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.23172,0.14654,0.17592,0.18464,-0.02622,-0.23206
9.37,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2367,0.14654,0.17592,0.18464,-0.02622,-0.23206
9.372,0.02008,-0.2558,-0.34034,0.1936,0.18782,-0.2974,0.2417,0.14864,0.17592,0.18464,-0.02622,-0.22834
9.374,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2417,0.14864,0.17772,0.18464,-0.0284,-0.22834
9.376,0.02812,-0.26068,-0.35158,0.1936,0.20452,-0.30266,0.2417,0.14864,0.17772,0.18464,-0.0284,-0.22834
9.378,0.03616,-0.2558,-0.35158,0.18614,0.20452,-0.30266,0.23172,0.14444,0.17414,0.1812,-0.03058,-0.23578
9.38,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2417,0.14654,0.17772,0.18464,-0.0284,-0.23206
9.382,-0.0201,-0.26068,-0.31784,0.21594,0.15442,-0.28688,0.2417,0.14864,0.17952,0.18636,-0.02622,-0.22834
9.384,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2367,0.14864,0.17952,0.18636,-0.02622,-0.22834
9.386,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2367,0.14864,0.17952,0.18636,-0.02402,-0.22464
9.388,0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.22674,0.14864,0.17772,0.18636,-0.02402,-0.22834
9.39,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14654,0.17414,0.1812,-0.0284,-0.22834
9.392,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14864,0.17772,0.18464,-0.02402,-0.22464
9.394,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.2367,0.14864,0.17952,0.18636,-0.02402,-0.22092
9.396,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2367,0.14864,0.17952,0.18464,-0.02622,-0.22464
9.398,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.2367,0.14864,0.17772,0.18464,-0.02622,-0.22464
9.4,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.2417,0.14864,0.17952,0.18464,-0.02622,-0.22464
9.402,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2417,0.15072,0.17952,0.18636,-0.02622,-0.22464
9.404,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2367,0.14864,0.17772,0.18464,-0.03058,-0.22834
9.406,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.22674,0.14444,0.17592,0.1812,-0.03058,-0.23578
9.408,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.23172,0.14654,0.17772,0.18292,-0.02622,-0.22834
9.41,0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.2367,0.14864,0.17772,0.18464,-0.02402,-0.22464
9.412,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2417,0.15072,0.17772,0.18464,-0.02402,-0.22092
9.414,-0.00402,-0.24118,-0.3122,0.1936,0.15442,-0.27108,0.2417,0.15072,0.17772,0.18636,-0.02402,-0.22092
9.416,-0.00402,-0.25092,-0.31784,0.20104,0.16276,-0.2816,0.2367,0.14654,0.17772,0.18464,-0.02622,-0.22464
9.418,-0.00402,-0.2558,-0.32346,0.20104,0.16276,-0.28688,0.2417,0.14864,0.17772,0.18636,-0.02622,-0.22464
9.42,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.23172,0.14654,0.17592,0.18464,-0.0284,-0.22834
9.422,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2367,0.14864,0.17772,0.18636,-0.0284,-0.22834
9.424,0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.25166,0.15072,0.17952,0.1898,-0.02402,-0.22464
9.426,0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.24668,0.15072,0.17952,0.18808,-0.02402,-0.22464
9.428,0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.24668,0.14864,0.17772,0.18808,-0.02402,-0.22834
9.43,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2417,0.14864,0.17772,0.18636,-0.02402,-0.22464
9.432,-0.0201,-0.2558,-0.31784,0.20848,0.14608,-0.2816,0.2417,0.14654,0.17772,0.18464,-0.02622,-0.22464
9.434,-0.0201,-0.26068,-0.31784,0.21594,0.15442,-0.28688,0.2417,0.14444,0.17592,0.18292,-0.0284,-0.22834
9.436,0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.2367,0.14444,0.17772,0.18464,-0.0284,-0.22834
9.438,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.24668,0.14864,0.17952,0.18808,-0.02622,-0.22464
9.44,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.24668,0.14864,0.17952,0.18808,-0.0284,-0.22464
9.442,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.24668,0.14864,0.17952,0.18808,-0.02622,-0.22464
9.444,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2417,0.14654,0.17772,0.18636,-0.0284,-0.22834
9.446,0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.23172,0.14444,0.17592,0.18464,-0.03058,-0.23206
9.448,0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2367,0.14444,0.17592,0.18464,-0.03276,-0.23206
9.45,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.2367,0.14234,0.17592,0.18292,-0.03276,-0.23206
9.452,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2367,0.14444,0.17772,0.18464,-0.03058,-0.22464
9.454,0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.2367,0.14444,0.17772,0.18464,-0.03058,-0.22464
